Label,Review
1,show le distance app would great showed correct distance walk  measured several car odometer walk 31 mile  app showed 234 circle around repeat several street  measure road length without repeat 234 sound right  another app track walk get distance right drain battery never turn  keep look 
1,moderate flaw fair app good well broad open area get confused   perfect gps area  may throw distance actual path moderate amount 
0,goutam sarkar track 
1,latest update really messed find app would given app 4 since latest update gps drop segment 20 time route carefully calibrated  make mileage speed stats  also calorie calculator give result significantly lower apps 534 v 1890 hugh difference  higher value low value four apps range 1890 2180 please fix problem make least 4 
0,awesome 
1,awesome one thing want see new user interface ui would give five star 
1,great apart  app required trainingtracking feature work well  however nowhere web find exhaustive even semicomprehensive list compatible bluetooth sensor  app make reference  zephyr hxm bluetooth   polar wearlink bluetooth  assumehope meant refer zephyrpolarlike sensor ie  bluetooth 21 bluetooth 40 general nt clear documentation available unable invest accessory  grateful anyone info sensor compatibility 
1,bad since recent update used start record track nearly instantaneously accurately take couple minute accurate start get well go 
1,work samsung s4 continuous search gps record track way shape form 
0,awesome app 
0,good app truck drivers love app record trip canada 
0,excellent excellent 
1,sort folder  would like sort track folder  trip consisted multiple track  would like save trip folder 
0,great app make get butt go 
1,nice use record view flight student pilot  work nicely miss two thing  1 store display real absolute time chart relative time since start record 2 milestone stored moment push button fill detail tap ok fact optional  thanks great app 
0,track bueno 
0,excellent 
1,daily use keep track road trail hiking  even remote area southern utah  get better accurate update  could also upgraded phone help improve function 
0,rookie almost pro amazed simplicity product give need know read stats right u improve every day replaces need trainer  super cool app google novice like
1,5050 lot accuracy issue hand require permission everything phone like professional apps  google please sort accuracy issue 
1,say butt   really wanted able record trip well take photo would pined geographically map kinda like google earth  5 star sure 
0,excellent app suit need stopped use built fitness app 
0,kayak love keep track hobie kayak trip  distance time speed  neet thing shut data save battery get back turn data back see trip map  love 
0,yery impontnt 
0,motorcycle  option airplaneboatskissnowboardbut motorcyclewe carswe much faster thatmuch fasterwould given 5 star 
0,track really work great us lot battery work background time  easy use lot good stuffinformation  track every step dayevery day every week 
0,great tracker work well used long time track ride bike 
0,easy fun cool 
1,piece crap previous version used work piece crap  wait gps fix time apps like map work ok 
1,life ok maybe impressive really enjoy app  use many thing really impressed accurate actual road track time speed ability combine map  far best tracking app used syncs gmail account access information computer 
1,track rarely work  intermittently pick satellite  workout nt get properly tracked 
0,great app keep track activity 
1,okay others noted difficulty find lock onto gps  loses gps lose data reconnects treat start walk 
0,yeah good onealso good new samsung galaxy note 3 
0,great app nice brilliant 
0,useful app realize track created runner use keep track time mile job report reimbursement  really make life easier remember wite time mile every stop make map location real bonus 
1,totally offset china nt work china well known problem  wonder fix sooo long guy  please 
0,awesome best way record journey 
0,motivation great tool track run hike etc  sport fan statistic always great thing give stats accomplishment 
1,okay  limited would like able share beyond google  appear able  may find another app 
1,used awesome latest update seems caused 2 major issue  take long fetch gps location often start record minute start run  secondly moving time nt work anymore  moving time clock pause stop move nyou resume catch total time clock 
1,app must think drunk app would great except major problem make useless  gps precision use app awful  stand perfectly still start track locatio jump around like drunk kangaroo  tracker register couple hundred meter travel second make stats phone meaningless  gps application phone one likely app related  come google better 
0,love apps suit wellkeep improving
1,get job done complaint  one request  allow u view data later via full website  want able see run desktop computer fact 
1,gps take long connect  miss first 3 4 mile 12 mile ride make app pointless  speed elevation graph nice still lack ca nt see relate position map  uninstalling app go back pervious app 
0,vgood thanks vgood 
0,export 
0,matt excellent app manage gps file  incredible tour google earth  one bug found google earth work opened shared link fb  opened ge show trail start tour 
1,poor gps track 5 star app  recent update track one best place galaxy s4  loses satellite constantly record erratic trace  try sportstrackerlive instead 
1,great flaw unable edit logged info  besides great 
0,great simple  helpful 
0,amazing helpful show far fast  useful workout 
0,track ok 
0,try test till dec 
0,get job done  simple use obviously integrates google product  could create route 
0,amaze app google useful kudos google 
1,google earth available country make track viewable map  
1,great fitness tool use samsung s4 mini  work great really useful fitness tracker  two moan  one elevation stats good map elevation data example live close sea often take cycle tour along seafront  give 34m altitude 60m  calorie burn data nt seem correct either 
1,good perfect keep track training  bad import train data elsewhere  perfect export data multiple format 
1,great app keep track route gps initiated immediately open app waste lot minute record nothing 
0,great app really like app think pretty accurate track lot stuff 
0,current  cool love  perfect app track ur path  calorie burn 
0,great app really useful quite accurate love 
0,cant nalbu 
1,used track roller coaster weekend  worked well far gps tracking  however speed elevation way 
1,track quite accurate  except elevation  validate computed
0,awesome love app track bike ride family walk  also help google end month activity data display  handy keep activity goal 
1,good track app basic wantneed  would awesome watch replay chromecast please 
1,like please add selection activity 
1,read contact    calendar  get worse worse removed 
0,nice app mountain biking really liked app used every trip  work flawless  simple fast nice interaction google map  stats like elevation mile time speed 
0,used internetlike wifi 
0,nice apps 
0,fantastic  thanks google start recording view google earth 
1,nice app would like see feature eg  step counter 
0,always use app 
1,awesome app google  please add android wear compatibility really make useful  pebble g watch yet 
1,hate abusive permission  also support start automatically background phone startup 
1,great app amaze play back route  problem gps take long time track 
1,constantly hang reason application keep hang track lost  would recommend due instability  crash time nexus 4 
1,great app  perfect outdoor  love  crash often add picture 
0,cool  simple clean stable clean interface 
1,bad ever went back gave another go initially find really poor  hop might improved significantly  really disappointed  totally missed enormous section jog went verbal update simply repeated distance pace  wo nt give another go 
1,decent app nt support miolink hrm app seems like quality google product miolink heart rate monitor supported  although device work bluetooth ca nt linked via android bluetooth interface  app able recognize hrm addidas run app integrates functionality nicely 
0,loved really awesome app 
1,take long time search gps satellite 
1,used work fine ca nt find gps signal although apps gps stats app show 8 satellite pinpoint accuracy 
1,work advertised gps never connects google prevent negative rating first time rate 1 star get tuned never happens 4 better 
0,life  great app motivator get house  love map chart stats 
1,work great see review say  loses gps  believe phone  hiked mountain zero signal gps map filled later returned city  phone ca nt acquire gps directly need signal phone tower  app work fine anywhere condition  phone need proper hardware 
1,ask manage google doc would let  stop notification every two hour 
1,great app trouble export file fantastic app however save gps file export file track folder phone nt appear  plug phone computer use computer see track folder gpx kml folder inside file saved  ideas fix  phone  sony xperia acro pc run window 7 
0,cool kind creepy wo nt stop try access location even fc several time  like zombie app want know  good bye 
1,need fix gps location  take way long app locate location hence inacurate time look length walk jog 
0,track like 
1,combo track  awesome app  one suggestion would possible log multiple activity within leg  example first 5k bike following 10k run etc  thanks 
1,would give 5 star  sometimes phone loos gps connection left partial track  use ride horse diary many mile  horse icon would great would nice able edit track time close incomplete circuit lose gps signal 
1,need mile marker map 
0,simplefast enough play track google earth realy great  good everyone 
0,work well blue worked great got new phone  blu lifeone  since usual 6 7 mile come 70 90 mile 
1,wth   thought app awesome lost entire exercise session  wait gps entire time even though press gps soft button would show exactly  hopefully get fixed 
1,raja share multiple track option google drive 
0,track 
0,work great installed app phone  finally work way supposed 
0,keyla 
0,okay thanks 
0,track 
0,track election seychelles 
0,road must  use every time leave pavement  track trip guide home 
1,good need web version statistic  chart show google drive 
1,super app great document mileage driving time work  say take long acquire gps signal phone fault apps 
0,great app 
1,good app however noticed internet connection nt track record path  would great regardless availability internet connection would record gps detail  internet available would sync detail map 
0,awesome appp 
0,bill sophia delgado 
1,good app would give 5 star map would distance scale 
0,dobra aplikacija za praenje aktivnosti kretanja  primenjiva u razne svrhe posebno sportske 
0,good app 
0,nice nice
0,great tool excellent 
0,falta funcionalidades 
0,work expected 
0,nice idea 
0,felt like use childish app 
0,simple  free 
0,track love 
0,brooke great app use track bushregen work time  ability drop pin marker take georefferenced photo super useful 
1,loses gps signal time 
1,used fine  ca nt phone drain battery 5 hour screen  nt even open app show use battery 
1,keep lose gps possible app either ca nt find gps signal loses midwalk apps phone include google map  almost hilarious app gave two location  app lost gps insisted one place app pressed  move location  icon zoomed map actual location  zoom two blue spot indicate unbelievable 
0,app seems like maintain routeine 
0,awesome 
0,helpfull every situation 
0,v good drive 
0,apps performance apps really good useful  
1,sure accurate  tried track google app called mapmywalk nexus 7 wkit kat  exact route 009 mile difference two well calorie burned calorie burned guesstimate imo everyone different body composition metabolism  like track store locally send choice docs sheet fusion table  choose kind info like share like share  ca nt say tracker  update  tried apps even use web based mapping tool google bing yahoo track accurate logging distance mapmywalk 
1,great app wait android wear integration 
1,android wear support  track nt sync pedometer heart rate monitor android wear watch yet syncs zephr poalr wear  cmon man 
0,track truck record 
1,broke map app soon installed map nt work  way fix uninstall track uninstall map  run older version map update  run stock kitkat sgs3  google app nt play nice google map 
0,samsung galaxy tab 4 loved  amazing 
1,work good  thing wish allow take screen shot  maybe could added share function 
0,excellent gps track app great tablet gps tag photo 
1,work great please integrate wear  useful make compatible android wear  thanks lot google 
0,htc one vert helpful 
0,terrific track app amazing light accurate tracking app 
0,dig google drive sync feature use four five time week  great tool track progress actually really like simplistic design  exactly need 
1,way cool map via gps distance time speed etc ca nt comment elevation function nt use  complaint  like lot ty 
1,burned calorie rode 12 mile bike burned 241 calorie walked 4 burned 811  distance path correct calorie counter suck 
1,5 update ruined liked could share map fb etc map insists google street view rubbish  change back 
1,gps compatibilaty successfully use app 2 year gps stopped work foreign country stopped record left wifi area 
0,handy help track trip 
0,great app 
0,track app track device show speed ur traveling map show ur gps u track ur different route free 
0,work great quadcopter record flight bike ride equally well 
1,since need google play service still problem 
0,perfect application  accurate even without data connection internet look update  1 add follow friend  activity 2 coatch advisor 
1,agreed  useless used love app  really motivated run  ca nt stand  map start  hard navigate  used push button run  take forever navigate find record button 
0,amazing 
0,good use 
0,frill good simple app look nice app track run  others filled feature half need pay  one job without complicate 
0,must use everyone 
0,awesome app helpful remember go 
1,dropped map support use without map  
1,continued gps miscalculation error record run  used great app 
0,fantastic nice app 
1,really like one apps would wonderful android wear support 
1,need map rotation app great except one important reason   someone share track would want use track navigate stay course     map nt automatically rotate change direction like normal gps  make terrible experience try navigate use track device show go screen towards bottom side always rotate show move top screen  done    app would awesome 
0,good app email please 
0,good work app us resource efficiently  track accurate even indoors lot situation 
0,great track plot track 
0,good take time find sync gps done  quite reliable 
1,please use gear fit bluetooth third party add samsung gear fit   
1,connect gps even though phone say connected gps signal 
0,pre protiv za 
0,used work pretty well  longer  week since app accurately recorded anything   
0,nice tracker used issue app seems resolved even companion app pebble watch 
0,track 
1,update worthless fails ever get location manhattan  previous version never issue  revert back version 
0,galaxy s4 thanks app 
0,good good 
0,nice app mesaving rute n know speed 
1,nt keep gps connection 
0,smart app 
1,forced use google drive  liked app able send track friend email  app work pretty well share track use google drive  come guy liked send track detail email  share use google doc people shared see share detail anymore  ok guy use google drive sooooo cooool easy userfriendly please would consider give back old feature well  user  choice  thank 
0,importent apps 
0,really like use exercise also navigate unfamiliar city  nice able see 
0,use full nice  
1,btle support would 45 star lack btle support ie  polar h7 hrm 
1,ton potential  used time samsung s2 never issue  even tracked gps phone pocket  switched note 3 following issue  1 take long acquire gps  even know exactly take least 30 second connect gps time tick away  2 immediately drop gps put pocket also drop run hand cover closed  3 listen music sound level drop minute  sure notification distance ran  4 user input like goal distance speed goal etc  5 much app could could replace apps like fit etc  look forward update 
1,worked well  since last update take long locate satellite  sometimes take 3 4 minute even open area 
0,awesome free read complaint gps take long  carrier app  plus free charge mean come 
1,wanted could well  pro   lightsmall size around 10mb compare 20mb runkeeperendomondo  function information con   could user friendly  start new track automatically activate gps take 30 second 1 min pick clock already started tick  later found start gps first nt display feedback whether gps signal picked already  part could significantly improved   export limited kmz file please consider add format gpx  calorie information look bit exaggerated 
0,excellent application 
0,superb 
0,verry accurate easy use 
1,like app gps nt work used app week everything fine stopped work yesterday 
1,hrm issue never connects hrm eg  mio link mio alpha 
1,technically bloatware  requires google play service  download 
1,used love app  love simplicity accuracy little app  two job track hike export  unfortunately remove functionality recent update  longer append track exist map moreorless defeat entire purpose app  ca nt upload directly google map  oh well 
0,supposed supposed done  app work description said would  problem widget nt appear gt i9082 
1,need android wear support love app use often  2 star get noticed believe app potential ever android wear want  need samsung gear live din moto 360 
0,update  71314  happy report update app perform accurately measurement thank developer hisher fix issue  review rating appropriately upgraded 5 star  previous review51414  use power walking  recentover past month record stats except time erratic inaccurate trip route  default app setting used  performance measured simultaneous record wisepilot navigation app  device galaxy nexus  hope developer examine fix track app wonderfully well designed  thanks 
1,full screen option get full map 
1,needed nice agnostic ride tracker  export kml analysis later tracker know give flexibility 
1,gps turn automatically screen turned even track run gps take long tume connect 
0,useful app loved use 
0,time waste 
0,perfect document trip self explanatory 
1,great product usual google  one two essential improvement please  1 include option resume track record late date needed also autoresume recording phone reboot option work reliably  2 option initiate gps fix open app situation country take 1020 minute first fix 
1,great distance altitude mapping  horrible calorie calculation tried many apps  like map ride lose gps signal upon slightest provocation  mytracks  keep gps signal report stats well except calorie burned  almost comical push hard 1 hour track tell burned 280 calorie  every website app give much accurate number  could import mytracks data apps fixed mytracks calculation would well 
0,track wow never thought would even possible  fabulous app 
0,totally handy record route explored plot map record distance speed time elevation  let add marker along way form text image future reference  allows save track google drive kmz file may share contact  also playback track pace traversed google earth installed 
1,gs4active like give elevation 
0,gps helpful 
0,amaze need  hope accurate though im sure  apart love 
1,easy accidentally stop recording try use app many different trip hike kayak lose amount data give 1 even though otherwise good  problem prominent placement stop record button  strenuous activity accidental click guaranteed  need possible stop recording single click screen show trail  several occasion apparently managed stop record try turn screen result hour activity recorded  love app otherwise current state usable 
1,track gps 
0,easy path finder easily plain trip 
0,thanks good   
1,nexus 5 wait update 
0,great outdoor warrior exactly need keep track workout training 
0,perfect collect runninghikingskiing stats work like endomondo made google 
1,say simple nt care part big fitness community want something track activity almost perfect  however ui need updated android wear feature must fitness tracking app one lack 
1,app need serious visualization share  great app surprised sharing mechanism poor thing one share empty map stats nothing map circle run around track  think google better  however like fact forced facebook like apps 
0,simple  effective use mostly track run work great  store previous run export datat  map want  great app 
1,shiny  total time move time even stopped many minute got wonky two hour zoom chart nt work correctly us battery lot even record  would like choice time distance abscissa 
1,google wear support get 5 star  nice app otherwise 
1,junk try google almost may get work much harder get respect tried still junk 
1,happy  one small issue though  hey work free  tell gone long took fast went elevation throughout activity plot map record trip  pretty simple pretty functional  biggest issue wo nt tell stats start record  sometimes would like see location map see elevation without need start record new trip 
0,good apo gps went accurate though  hope ok 
1,since last update much better since last update much better  actually record accurately instead plot random route 
1,older version better share track via email much easier  intuitive older version  new share option suck 
0,great record walk 
1,better app miss part run miscalculated time almost useless point  much better previously recently disappointed 
1,false info like graphical option  speed information false  car run 80 kmh show 50kmh  slow car track speed dose work  chance refresh interval 1 second 
1,nt work app flat work app loos track track  used couple time walk around home problem  kayaker  took couple trip really wanted track  first started app started track locked phone  stopped track left beach  2nd thing  trip took rest stop  got end checked track  record trip started rest stop  1st part trip recorded 
0,read update keep current version full functionality 
1,good app   trouble connect gps since update 
1,ant sensor detect garmin hrm work s4 ws4 health many free apps google track 
1,nt track anything run apps work perfectly 
0,track charge everyday 
0,amaze would strongly recommend us little battery amazing app 
0,good tourist 
0,nice app 
1,great track mileage  please add ability export multiple track time google spread sheet 
1,gps track work latest update finally use since gps tracking work latest update thanks uninstalledreinstalled unsuccessfully month ago left device  old  jan 30th update tracking practically nonexistent  99 time nothing recorded  track recorded since useless  track program sport tracker still work correctly phone therefore stopped use program fixed 
0,great app like track activity even play back  5 star upload 2 photo directly facebook print distance map picture 
0,great app use work pretty good app use biking run  accurate 
1,nt update   want keep deleted feature manage 
1,used work without internet 
1,love app app great track ground cover horse  would gladly give 5 star could send track device people ride discover new trail cant share rider doesnt allow  please fix share track thanks 
1,buggy lately great app last update seems caused bugginess 
0,nice app  
1,google terrible 10 minute search signal clear day  thanks 
1,love use track run  regard gps issue problem usually get start search start record warmup  calorie used somewhat inaccurate 1180 one day 470 next run 
0,simple functional 
1,need ride place  
1,precision much tried use track location work  almost refuse track information road  also crossed road cross  sure reliable app  google usually better 
0,excellent used mt droid switched move mophiegarmin app iphone htc one m8 back track god scream baby outside window drive crazy 
0,good app like calorie counter well  versatile  would nice could directly importedshared fitness pal 
1,android wear support needed android wear google really need make compatible part fit service  funny 3rd party competition already beaten google  gripe great app 
0,nice ipo poa sana 
1,longer use google removed option upload google map classic  map engine lite embed preview web page get state activity  basically new version useless  deleting 
1,support bluetooth low energy cadence heart rate monitor pls 
1,poor gps 
0,fine 
0,excellent excellent app  excellent job 
0,good five star vry nice app better map 
0,fixed love update  work track updated verizon pushed android update phone  older  sg3we love app used year  really fun practice big trip hike zion national park bryce canyon last year  past 2 week husband sg3 used got really crazy stats stated reviewsersusers  remarkable day said traveled walk average speed 904mph 
1,max dist limited 5km  nt hv limit 
0,great app started use today record run nicely nice feature 
0,david sf 
1,make work offline map 
1,used love work well used  agree andrea moro  look like tracker many  jump place  seems started first upgraded include satellite view  google worthy 
1,work search gps signal get data nothig  alcatel one touch idol mini 
1,slow start like everyone else say delay  first part track always miss 
0,good used app different phone  happy install use 
0,great track record app like feature functional bloated  take waypoints photo sync track gdrive kmz file  love terrain map part use hike 
0,best track use myphone  fine location stay street 
1,nope  app used work great older phone  new samsung s4 terrible  nt track entire route look like magically jump half mile street  tell run 23 minute mile  slow 
0,nice app 
0,awesome 
1,garbage  longer support product developer page say longer support suck got android 442   android renamed gps location   app access file see location anymore  time delete 
0,love thanks google use everyday 
1,trace route perfectly crash frequently  app trace route perfectly crash often follow along route later  use galaxy s5 would like see feature would allow tag location approach app would alert tag placed spot 
1,awesome need accurate  please add kmh 
0,shri prakash like 
0,good app enjoy use walk anywhere  even used find car carpark fun interesting useful 
0,awsome use application walking  hiking  etc  let look see far trail 
0,good start need work 
0,simple  effective like direct export go googlemaps web optionally share link 
0,good like apps 
0,used good amoint time  informative detailed 
1,work well extremely comprehensive piece software  everyone complain accuracy nt good enough  phone software  stop give app low rating phone nt great gps receiver 
0,track 
1,nt auto connect ant hrm nt auto connect ant gramin hrm  connect hrm strap via another ant heart rate app exit start track track connects annoy 
0,love mountain bike friend time always point fun compare stats ride  great app 
1,stopped work  used love app  time point average speed exactly needed keep pace cause pick needed  ca nt pick gps signal  make worthless go uninstall maybe try later  phone pretty decent samsung app  good used better track 
0,  
0,track tracker 
1,nice app could without proprietary file format good  app work great free  bad  gps track saved kmz format must unzipped format translated gpxgpx format thirdparty software use kml nongoogle product adobe lightroom  resolve issue track give option save file nonproprietary gpx format 
0,love app usefull user friendly  nt problem use 
0,perfect app one favorite apps  fun use hike run  even fun watch entire trip bird eye view 
1,horrible  nt recommend app  downloaded app hope keep track 400 mile kayak trip take  test started app took nap couch  hour later told traveled 197ft yet never left couch  also said went elevation 300ft higher sit  plus would nt let share via facebook without googledrive  horrible app 
0,happened  used app year used five star app  crash give completely ridiculous stats  like another reviewer said act drunk maybe developer drunk  update suddenly started work  back 5 star 
0,good apps 
1,awesome apart problem  well main drawback take long search gps satellite  start tracking   ca nt search  connect gps satellite start record  either start record  walk  get map wrong distance  map wait long time 
0,awesome work great like recording idea 
0,apps akjat spped sow 
1,work great  work great  gps lock within second accurate  would nice halfmile split accumulative calorie burned split 
1,gotten pretty buggy stopped use oct2013 feb2014 winter  upon resume usage collected data turned totally unreliable  thought switch nexus 4 nexus 5 blame turned runtastic collect accurate data  think google play service focus battery efficient location tracking somehow mytracks affected would nt get raw gps data google play service feel like pass data mytracks  15km distance partially tree 12km never case  gotten better last update precise last year  exported track reinstalled see go  1 star another problem always get  set map public  something alike translate german english unable share track email contained summary get stored inside kml file could review average speed stuff  pretty sad nt work anymore  1 star best 
1,keep try keep flop hope upcoming fitness apps better  keep drop track run  either say run 2 mile 45 second 01 mile 18 minute  hint run two mile 18 minute  try month 
0,get job done  thing like keep track nt harass share via social network try grab contact list virally cajole invite friend  accuracy good dedicated gps true every exercise app nature smartphone work  perfect example  good enough good enough  
1,could much better great support bluetooth heart rate monitor  see offline stored map kind big issue  main ui weird good setting 
1,used love  happened  first speed doubled block miss track  please please fix app 
1,quite bad app  last update made inaccurate lossing signal place happen  app response went well  anything map update  
0,nicee love app much 
0,worthless absolutely worthless piece crap 
1,good stop button confirmation please  start drop backpack 5 hour later discover stop activated put away  thanks 
0,awesome simple fast clean 
0,super like app work smoothly every android mobile purchased 
0,excellennt app android apps one problem one talk  make popular   please make excellent 
1,excellent excellent app except one thing nt track accurate speed  use two bicycle apps excelo app showed correct speed track showed 15 mpr le 
1,better better used canwe fix stats  elevation gain seems ludicrous 
1,happened  used track bike ride via gps flawlessly  please tweak restore previous accuracy  thanks advance 
0,good best app 
0,semriwing bijiku lebih 
1,nice app work  took app walk today  found  1 gps inconsistent gps google map worked fine  go  stop track  2 done walk tried view route walked google earth  app crashed 
0,excellent nice 
0,ok best seems think cycle river avon walk zig zag 
0,em 
1,great app ui limited really good job track certain event  however interface simple nothing really fancy  like idea able export event google drive spreadsheet 
0,great track app 
1,background need work background 
0,track akash 
1,good tracker kill battery  great tracker walk activity  simple  easy use  consistently us 40 cpu use app 
0,hi 
1,obtain mytrack previous version  possible export google map engine current track version  obtain mytrack previous version   problem solved yesterday 
1,uhmmm  terrible  sat chair 37 second app think went 272 foot average speed 49 mph etc  google get tiny problem fixed release product  
1,drop gps signal app work work great  lately issue get gps signal loose connection part track  issue resolved app would great otherwise inaccurate 
0,fantastic whoa 
0,track 
0,jesus joseph mary great app 
0,asoma inc since long 
1,nice idea  poorly delivered  could locate gps first 20 minute app froze 
1,used used track ex nt know tolerated long digress  give look peaceful perspective 
0,thanx alott 
1,poor whenever start record start point auyomatically move within second jump 1805km  nt know tge problem  developer please attention 
0,help trip 
0,superrr 
0,vasu 
1,bad update unable export google map 
0,great app well integrated phone work well  simple intuitive 
0,excellent app 
0,awesome app google  awesome app google 
0,track used app whehuhn went hunt new area  worked well  helped fund way back car logged path let mark place found good place  also logged time elevation  helpful anyone inquires area terrain 
0,great way keep track bike ride great app  sure calorie burned correct 
1,bad bad update developer please read comment made app worse map startup gps startup small text 
1,excellent annoyingly buggy alternative mapmyxxxx apps massive bug calculated grade elevation figure  recent flat walk showed maximum grade 463 minimum 16 968 ft elevation gain   update 62014  several month later many user continue report elevation issue new release  issue recently arbitrarily closed author favor version 207 apparently without test user continue report absurd elevation bug remain 
0,exelentthanks 
0,great tool  great tool track bike hike jogging  also good use need  bread crumb trail  return start  like gps device require access satellite signal  nt work well indoors 
1,miss lap system  ui bug sometimes label disappear
0,love app app track distance speed hill steepness show average speed fastest speed show route total time account stopped time allows save trip even let choose method  ex  run bike walk  could give 45 would  issue ca nt multiple checkpoint run get interval information  developer  would pay ability 
1,nice would better incorporate google map 
1,best sport activity lack social network share remember last tab user opened show map tab time user open record  user slide upper icon listit show activity time besides app status 
0,excellent app 
0,good thing use get lost 
0,fun fun data analysis commute  get point point b 
1,used best  fail  since big rearch year ago gps bad point use 
1,great app  one criticism easy exit record  screwed couple record run hit stop button accident confirmation dialogue    want stop recording  5 star 
1,latest update broke elevation gain waited 5 month update fix elevation gain bug introduced january  live denver start new track elevation gain 5000 ft even move inch  bug known 5 month  disappointed bug still nt addressed 
1,great room improvement use whenever run  would like voice smoother one give update time interval setting get update distance traveled  could group specific run together opposed include stats 
0,great thank google  samsung galaxy note 3 
1,good madest gps ever seen 
1,terrible work updated android dreadful waiting gps  application work fine  spoiled two long trip  deleted 
0,keep fit mother 
0,love app use walk dog park find way back give stats 
0,little practical app awesome app track 
0,great app get better better 
0,gary gippsland great app  used track daily walking work fine  love show elevation route walked  keep good work 
1,657 kmh  scooter  travelled 1400 km 15 minute average speed 657 kmh  nice  thanks bunch  
0,useful app pleasantly fullfeatured app track various activity  report distance split give speed back data google drive later viewing persists across device  pretty great 
0,mow yard really glad able find app believe able use map exact area yard certain property 
0,good like best app ever used 
0,18 jun 21june 
1,gps find gps signal ever gone entire run think record discover never found gps  used work great used every workout good time run 
1,battery hog like app use battery drain quickly 
0,nice app really good line work agriculture 
1,recent update caused track route since one recent update app stopped update location trouble regain location  big gap route sometimes take un accurate reading put point around route annoying  think app loses focus happens 
0,nice app 
1,horrible one m8 stop track often  run track course big distance 
1,ca nt share track worked great view ride online share anyone  link share give error message 
1,good app get better  tried app time past pretty good  took latest hike nt sure work stopped recording data review look  showed friend data hike unanimous agreement fairly accurate  share data social medium google easier still presentable probably call five star app 
1,location inaccuracy speed altitude work accuracy maintain impressive low battery consumption  recognize clad activity changed allow remain eg  nt record drive home bike ride 
1,app ok little annoying soon phone ring get text shuts nt save info render app worthless  would help ap ran background uae phone 
1,need one thing  need ability separate aggregate stats activity type  see far run biked walked instead able see sum total activity  otherwise work well 
0,best apps map 
0,giga cool 
0,great app 
0,molly track walkies work great keep improve google 
1,sharing nt work  give link dropbox open google earth route miss 
1,love awesome application sometimes get frozen htc one v happens almost application  ok 
1,say nt always need lug full gps 
1,recent update useless mapmaker recent update upload track map kml format  uploads track mapsengine kmz format  later complicated process required use gps overlay mapmaker make exact gps track map  either include menu mapmaker kmz file google drive shared link way host facility track file kml format later used direct weblink gps overlay  also please reinstate facility upload google map google mapmaker 
1,like walk city enjoy use app keep track trip 
0,map great app 
0,love galaxy note 3 never get lost track  
0,bugman great application 
