Label,Review
1,uninstall reinstall fixed issue could longer connect facebook google
1,tech support argues promise flutterbucksmobage coin never show good game till tech support ruined rude argumentative tell lie givng game money
1,love connect keep say oops something went wrong please fix
0,beauty miss
1,get app keep receive  oops  something went wrong  message
1,problem load file   file could found 
1,keep say file cant found
1,keep say need reconnect wont
1,wont log facebook stared beginning
0,high speed  strong signaled wifi connection nt issue update stink
0,last update  longer purchase flutterbucks
0,sure happen  play game two month
0,im upset
0,suggest everyone get game
0,unhappy mobage right
1,crash today  fact completely restarted 0  pretty freaking upset
1,keep come error message wont let log
0,currently recognize server connection
0,become annoy  able get play day go get behind event
1,4 day unsure username afraid uninstall reinstall
1,lost everything
0,never download another game
1,flower butterlies gone  game longer work
1,cant even get game load  love game played everyday cant even see anything load page kick right back homepage   wan na play
1,expand flutter village butterfly play everyday game decided reset   upset nt wish start
0,tried uninstall download still nothing
0,really liked one nt like many game
0,boring
0,loved game restarted beginning let use old account remember many awesome butterfly
1,spent money flutter buck show none
1,every time go play game say cant load
0,game crap
1,start get frog treat cant get frog free dew drop
1, error loading  would nt open
1,one time also could nt log thought lost data  pretty sure server issue
0,love game 1 huge problem
1,love app tell file miss
1,flower gone none flower grow
1,update game still nt fixed
1,downloaded new update still nt stuff
1,put email wont let sine
1,every time keep tell  check internet connection  internet connection problem
0,suck loved game happened
1,3 100  flower get last skipper set nt get
1,logged  wont let back say  connection 
1,say internet connection
0,shame really like game one fun little pas time game used often
0,dont waste time
1,pretty far game  tried open bit ago said nt good internet connection switched 4g still said bad connection
1,get butterfly never seen
0,one favorite game  ttied log evening said nt connected net  let
0,im go start
1,bunch honeydew flower butterfly flutterbucks everything else gone want start nt want start took forever get
0,made log facebook started upset love game happy start
1,say  access mobage  wont load since last update  
0,nt able play month
0,usually nt complain seems spend time locked game play really suck thanks yall able get thanksgiving limited time mission  etc
1,gave connection problem first  nt bad
1,tried play tonight say  oops something went wrong let try  try connect
1, keep get  flutter stopped work   connection found  game shuts middle collect dandelion fluff
0,nt want delete game
1,cant connect say lost file
0,nt spend flutter buck send friend gift
0,thank system fix  access game without crash phone
1,freeze minute play android phone  wont install kindle
0,game suck
1,even u r silly enough spend alot money get special butterfly u could lose one update
0,expensive time consume never open
1,tried reinstall still nothing plz fix
0,flutterpedia info still honeydew flutterbucks  butterfly flower
1,started cant share cause say device linked another game wont let game
0,love game  fun game age  make mad invited friend play  hve downloaded game n connected facebook  still nt show friend
1,wont let get past first butterfly
1,uninstalled erased file started scratch nothing seems work
0,nt waste time
1,ut cost 400 butterfly nt accumulate often cost moco buck people cant afford
0,spent approx  300 game purchase extremely rude customer service team told fault would nt work ipad  new update finally log back
0,work phone update
0,would love try despite many attempt download
0,really suck cuz fun cute game
1,disappointing side cant really create environment
1,keep get error facebook option change
1,problem high cost expansion  one egg space need none google play achievement unlock 
1,nt cost much pollen expand time
0,tried get back  support  help didnt work
1,moto x  2014  crash constantly background  us ton battery play cant connect google play account started guest  logged mobage account keep say mobage account already used another device something like
1,cause gee thanks crawled site look couldnt find lostforgot pw button needed send
0,nt know happened since game work perfectly  go uninstall
1,finally uninstalledreinstalled wont recognize  extensive  progress
0,server suck
1,cant spend  50 fax flutter buck
1,love game nice relax im use data   even 4glte  get halfway load say something need download file restarts loading keep go like never end loop
0,even update log game
1,internet end make logout  log back  lost everything full 6 month work
1,buy stuff game lose thing left  right
0,cant get work soon probably gon na delete game even though little sister go upset
1,lost everything
0,unless fuse flower good
1,updated game like everyone else yesterday trouble load horrified read review everyone game load reset
1,issue flower pollinate  game started
0,dislike new update
1,game deleted progress  everything support told try get back avail
0,latest update let connect
1,cant connect load game
1,tried uninstalling reinstall app nt fix problem
1,literally lost progress
1,like game go two day straight freeze wont open
1,google account cant linked device wont let connect fb mobage error time
0,seriously many problem app
1,freeze everytime phone turn swicthes wifi wont stop till uninstall game
1,love idea game thing get never work
1,somehow logged  even though never log game  logged back butterfly gone 3 grow space
1,used remember  login every time open app right say problem clue problem
0,loved game  sure go  cant log
1,honestly loved game butterfly pollen flower disappeared told worry  file saved pm flutter tell
1,lot time lately suck time could spend try complete cracker set cant even get game server
0,problem many time fixed delete
0,game sux bad
1,crashed lost progress
1,2  never log facebook account first attempt
0,people woth time
1,love game keep tell file miss wont load
0,entered stuff say wrong
1,love game play one day froze turned tablet went back flutter everything ereased soooooo mad gone sooo far game ugh
0,many issue  bad
0,give bit say connect friend wont let
1,game crashed cant login flutter account
0,like game  get boring
1,still love game cautious lose data
0,waste flutterbucks hurry egg dont need
0,shame
0,hopefully nt start scratch got three four event butterfly one uncommon
1,gon na really upset lost data try fix bug
0,fun game play nt advise spend money
1,would nt invest much timemoney otherwise get attached still people lost progress
0,let login via facebook
0,even update oct 1 game still say connect network even connected
1,cant get facebook google account connect say already associated another flutter account fix problem account able get
1,love game wont load anymore please fix
1,contacted support  tried help still nt work
0,cant get new set done wait
1,mine fine 4 day later lost data
0,sent two message facebook  like told others  day apart  2 week later  even looked message
1,wont even let download game
0,made obvious fix bug
1,cute point playing cant finish
1,year building forest ton butterfly lost cant say play game
0,mutation need low chance spawn  though  use flower use normal butterfly get mutant
0,none suggestion satisfactory flutter founder  uninstall mobage game
0,boring get unless u google account
1,hate game wont open
1,mobage serious account creation issue  app told would send pw reset  none came
1,think may lost progress
1,problem every time use flower  rarity always fails even placed 20 
0,problem person
0,far game went sign facebook said nt account
0,sure happened account reset beginning got legendary rama  rama
0,told earlier thst internet connection 
1,uninstalled im goin b happy reinstall n lose everythin
1,wont let connect google account
0,never bought anything gone
0,pissed definitely uninstalling dont get flutterbucks back
0,connect even wifi mobile data
0,contacted told nt know log info
1,edit review due fact nt able connect account since last update
0,never go bsck
0,talk butterfly
1,something went wrong
1,like every time event cant get game load day  spend money try finish event missed 3 day new butterfly disappeared
1,started play game yesterday hour went back  wont connect
0,hell
1,love game try get load impossible problem problem please fix fav game
1,nobody connect anymore  hope sort event extension planned
1,spend much time create game many like cant enjoy cant afford want spend silly amount virtual butterfly u could probably buy real butterfly cost game
0,nt progressed far devastated  pretty upset day 2
1,purchased 300 coins n received  rate higher get refund coin
1,tried log facebook see make go back normal still nt work
0,soooooo many butterfly  honeydew dont want 2 startover
1,work til around 6pm today lost progress made start beginning
0,dumb
1,however  keep get logged mobage account needed save progress apparently 4890 facebook friend  one play flutter never connected properly
0,still butterfly response query
0,loved played time stupid
1,people  friend  lose butterfly pollen flower help mobage beyond form letter
0,sure heck start
1,get fix problem  would like play game cant
1,today forced start game longer connect google play account
1,let update load way play started back right tapped play
1,like though reason cant get notification anymore always forget check butterfly plz fix
0,wont let play go loading
1,screen say file miss please fix
1,game wont load say cant load file
1,would hate lose every thing
1,email fb wont load 
0,reality lost fun create
1,someone made booboo update cant access game anymore
0,could better butterfly nt level fuse  could play game get coin nt stingy flower
0,suck
0,love play n cant
0,tech people nt helpful  figured get game back
1,like game loses file take forever load  
1,refuse let log keep say cant access account
1,plus lost last 2 day cracker event would nt openload
0,loved game wont play recommend anymore
1,disappointed lose butterfly accomplishment
1,really liked playing update tell cant log facebook everytime try open app
1,came update lost everything hard work put nothing
0,followed instruction recover account one seems answer
1,lost everything
1,downloaded game yesterday havent get flutterbucks
0,one im supposed like 30 fix im uninstalling
0,game pain butt
1,cant even sign google play acct say email already use
1,hope get fixed love game wont start beginning
1,wont let log google obtain account
1,nice quiet game help wind notch without put sleep
0,put real money right
0,loved game start
0,favorite game n would hate happen
1, though  open app  limited time event  even though tell upon open logged google  tell load log facebook mobage play guest  none connected google account  thus cause lose worked
1,today went open keep say file miss try
0,really glad nt spend actual money game
0,spent real money game upset
0,game week start due able log
0,staff convieniently didnt answer within 24 hour time limit said would instead wait untill event refused give answered time
1,keep get pop read  caught receive illegitimate flutter buck  username sender logged suspended proceeds   maybe bc long since collected gift  account suspended happy due fact nothing wrong
0,violence  butterfly
1,logged account nt work anymore started begin
0,bad game ever download
0,worth continue play keep starting
0,time spent mention money   around  20 much  butterfly game
0,bore bore boring
1,would give 5 butterfly pollen flower disappeared 3days  hatch new one whats point cant level pollen  contacted support  got back still nothing  love game go uninstall cant get back bfs fls  
1,love game love butterfly everytime log cant get one time way ahead game reset start
1,spent 2 week play crashed lost everything
0,love game lot fun sudden could nt even get
0,well 3 day ago nothing happened
0,download  spend money
1,sent email mobage support never got response
0,apps problem
0,call hiccup  call bad business
0,sure timer arent work
0,suck
1,load kept say file could found load
1,game fun lost progress start
1,sure fuse butterfly wont level
1,cant find butterfly breaded
0,new specie  enough room
0,played game hour ago fine stuff  nothing even expanded area
0,fix stupid game
0,try finish cracker event game load
1,tie play get butterfly still nt flower cant grow
0,money made fast enough open space tree
0,developer nt seem concerned player either  never reply question concern
1,lost everything last update
1,updating ton people lost data
1,use problem til update mot cant get past loading screen like game need bug fixed
0,concept pretty well executed  although fan unlocking round section forest design
0,nt give flutterbucks need order buy thing need
0,cost  special visitor   limitededition butterfly  longer available  reach 1500 flutterbucks perfect
1, suddenly cant load game
1,give 5 star rating nt crash every 30seconds minute
0,hate bakwas game
0,hate waste flower get one damn butterfly
0,like game concept load right
1,tried log fb said could nt connect never made mobage account remember  ended use guest restarted
1,butterfly gone want start scratch  realize free  still cool homeboy
1,flutter deleted progress wont let connect facebook google keep tell account already used please fix
1,downloaded update cant play
1,wont let log account today piss
1,try load half hour wont work
0,play game year go pretty upset nt fixed asap
0,dont email used flutter im screwed  help
1,loved game restarted wouldnt allow sign google account
1,since update able open game
1,upset game reset self
1,file could nt found
1,reset password 4 different time still didnt work
1,love game cant connect mean cant play game even perfect internet data connection
0,really enjoyed playing calm new update  awful
0,seriously get close uninstall never look back point game
1,cant set account mogo
0,nt cost much pollen expand time
0,one log properly even wifi network perfectly work
1,nt even pass loading screen take position editor  choice
1,cant get game back uninstalling n reinstall
1,love keep find thing  keep pop error log fb wont shut game
1,havent problem make restart  game randomly freeze
1,also  two butterfly ability petal dandelion use either cant actually get petal seed  game crash
1,lost entire forest month collect
1,restarted wont let sign google account keep closing  lt   lt   lt  update
1,would nt connect facebook said already account associated
1,please fix problem  really nt want uninstall
0,nt patience restart
1,keep want restart wont let old game
0,ob game
1,played last night unlocked 2 cracker butterfly wont log keep say error
0,told worry pm mobage complaint would well
1,stand 5050 chance lose progress
0,loved game start
0,hope dont let
1, game load file  keep pop game wont load
0,10 hour game still able connect
1,load file 17 keep restart
1,keep tell name another account  wont load
1,cant get back old game uninstalling
0,game stopid dont u downloan 03068863837
1,last day able play  load   network error  b tried use data wifi course happen promo butterfly
1,really bummed lost data
0,real game
1,wont load anymore
1,love game miss fully upgraded white wood butterfly
0,never happened  maybe would put better comment
0,figured get progress back  3 nt know support page read review
1,cant log mobage account google plus
1,finally  would make redo everything since nt save
1,complete 90  game along came upgrade  oh dear lost everything  tried start  use facebook  told account already use canceled new one started
0,emailed support several time  nt even care help  even reply
0,kinda get boring wait thing
1,nt give u enough money wait butterfly grow take much money open section
0,one get last 15 second stall nt pick back hour later
1,6 different set flower nt even started nt get flower
1,come find missed event completely  annoys heck
1,love game  nt able log since last update
1,two account couldnt get either uninstalled reinstall
1,keep sing internet connection  wont log facebook miss event
1,ability would let use butterfly one want
1,first login facebook nt work make login work
1,new update wont log
1,keep say connect facebook dispite never associate two
0,give star fixed
1,also allow event butterfly still cant log
1,would hate lose every thing
1, edit  late lost everything
0,give 2 star fix problem
1,brilliant love game since update get back game guess uninstall lose everthing start  2nd time happened really upset
1,lost access friend still friend list
0,could understand extensive price high level game right away
1,every time try open game tell server nt respond cant find server
0,nt worked day
1,every time try play always say connection server please fix rate 5 star
1,cant even open game whats go last 3 day alone joke grrr keep happen cost every time given 4 th figured take back star
1,switched tablet last week today 189 want start beginning 
1,flutter fun work take forever load  ur middle timed game shit nt load
1,wont load  keep try fix problem game restarts cant play moment
1,fun pass time constantly get message stopped work use app often freeze phone runaway title page remove battery restart phone
1,game awesome however keep shut tablet reason
1,play day really fun game crash time say logged play guest log fb many time get old fast
1,bull crap wont even load game
0,nt played day
1,bug cant get flutter correctly  stay loading screen
1,keep crash wont let game
0,lost day wait issue fixed
0,reply server message
1,removed wont load cause cant connect facebook wtf
1,play game week sudden wont load anymore get stuck flutter screen disappointed really like play game also noticed player problem please fix  
0,sudden today access game
1,loved game  wont let play  internet connection fine play game perfectly fine
0,would give 5 star seems connect server like day
1,white screen show  runaway  go away say  find butterfly  wont get screen
0,reason sudden game open frustrating
0,would nt pull old game started
1,cant get butterfly
1,eventually get error stay connect server
0,built everything get back app
0,love play patiently waited event come nt spend real money
0,application open
0,worst game ever played
1,game favorite game  wont load whatsoever
1,mad disapointed got far disapeared   cute  fun game got reset
0,game suck
0,3 star like  go 1 issue nt resolved soon
1,game wont work
1,tablet died  got new one game transferred started beginning lost halloween christmas butterfly
1,normally love however glitched bought 2 100  rare attract flower flutter buck earned game  awesome  tried buy 1 17 flutter buck sure billed could find customer support
0,im upset right deleted app
0,terrible need face book everthing           
1,keep say nt good internet connection
1,let log old account
1,updated game wont log back  keep show white runaway screen go back menu     please fix
1,option use either fb email without lose everything
0,fun relaxing game  need update nt sign fb site every time want play
1,addicted game trouble load
1,ever since update today  cant log
1,even opened game keep say  sorry  reply server
1,like recently updated say file miss
1,keep say cant find file
1,keep say something miss file
0,daughter problem phone
1,wont let play even though connected google account
1,update  show problem
1,sudden  progress gone like never played
1,loaded newest update cant get flutter
1,new update cant play
1,since last update cant load game
0,sad
0,nothing
0,believe long app take install  est 20mins
1, lost day half worth game time
0,used 1 app would open play several time day
1,cant access prior game  apparently  start anew
0,thru customer support also thru facebook
1,never give enough flower get either u pay dont get
0,pretty game nt like pay pollen le pollen
0,patience complete set  prepared spend money
0,however advance quickly without purchase 3rd party
0,nt internet time
1,keep say file found try
0,love gon na nt want
1,ok cool month play cant get game load       lost 160 flutter buck worked hard
1,cant get game load open
0,nt waste time
0,tryed uninstall reinstall game think made thing worse
0,get game
1,get far game wont even let go back game anything even unloaded game phone loaded still wont let sign account please fix problem
1,great longest time nt able get past loading screen since yesterday afternoon  tried clear cache nt work  tried uninstalling reinstalling nt worked either
0,played month today cant get
1,downloaded yesterday wont open
1,flutter keep crash started 3 time begin guess cant get
0,game load
0,issue get morning issue
0,today cant get
1,longer able connect server  
1, hope nt type issue jurassic park builder delete whole park level 52
1,longer access game today maintenance
1,lost game help
0,feeling big problem
1,love except nt able open day
1,problem get n game even n get n lost everything back begin lot time n work n completed n gone plz find way restore game  butterfly  collection  flutterbucks  honeydew n forest cleared js crazy wen happens raise rating back 5 star love game upset happened restored play n uninstall
0,okay game  nt explain well requires look thing support forum learn thing
0,boring
1,app deleted data twice  troubleshooting could never recover
1,well  loved till logged would nt allow access account
0,please fix  fun friend
1,always closed repeat ever thing never got total b
1,since updated  app nt work
1,tried uninstalling reinstall app nt fix problem
0,im spend
1,lost flutter account retrieve google account
1,lost account start scratch                                                                                      
1,really love app keep crash impressed please sort would rated 5
1,game would nt load keep say could nt find file
1,everytime go hatch carla hairstreak butterfly cocoon  say reload fix problem
1,aftrr update  cant get bsck original game
1,used play time wont open
0,disappointed  mad spent much time nothing
1,forced shut down middle try make egg  cant log  butterfly try hatch make  log back
1,lost butterfly expansion
1,say new downloads game need reload  never keep say thing
0,server reply still
0,able get sense yesterday afternoon
1,one wait long load  made account server would nt even connect
1,keep say sorry reply server
0,love game hate cant play
1,tried open today  nt able log  however said could play guest begin pass time
0,collect first pollen
1,like everybody else got contact company told log wrong account
1,like  nt connect fb  restarted morning
1,game wont even load freeze
1,please let know fix would like play nt want waste hour time save properly
1,connected receive error message connect network please make sure connected
1,started guest  option link mobage start lose progress
0,change
1,nothing work
0,revised  wow  greed much  ive play would cost  9
0,lost star
1,u cant get game unless u connect facebook
0,even played game wanted sign nearly group
0,better could pay flutterbucks without get mobacoins
0,seen kind game need b online
0,app open
1,would give 5 star nt crash time
0,alone cause quit play money buy
1,internet connection ok cant play
1,cant load game month playing  reset phone  uninstalled reinstalled game nothing work
1,best app ever  morning  wont open  continues say reach server  internet fine  please fix  happy place
0,worth title editor choice cant even fix
1,play game couple month  sudden wont load
1,wont start
0,great app  try get play cant
1,ive play month first couldnt get would take beginning wont load
0,game load
1,noticed others problem app plz fix soon
1,fix problem please
1,wont let past loading screen  please fix problem let u know go  really like game miss butterfly
1,play month around 100 butterfly wont let today
1,instal suggestion try restore lost
0,like game nt fixed uninstalling good
1,game froze lost progress
1,nt want loose progress rare butterfly
1, hop contact fix want 17 flutter buck
1,cant get dang game load
0,gave one star would really give none
1,lost silverbell butterfly brahmin butterfly  never get back 
1,emailed flutter support never got email back told would get response within 24 hr week
0,piece crap
1,cant log
1,latest update wont work
1,thing expensive nt know use mobage
1,turned fb account wont let play
1,40  time go wont log
1,cant sign fb
1,cant get friend list loaded
1,great collect type game big time downer lost quite collection past year update
0,happens sadly retire butterfly collect
0,look like everyone problem
1,please fix miss holiday event
1,love game  last 48 hour wont load  get white page runaway logo flip back tablet home screen
1,started lost stuff  even coin purchased buy flutter buck purchase egg visit butterfly get
0,dont bother
0,upset game
1,said update nt see update available
1,keep get message cant communicate server
1,really enjoyed playing game nt able play almost 2 day
1,connect server since update yesterday
0,access game since updated
1,nt able open app 3 day
1,love game miss butterfly
0,would nt mind cash back spent
1,really love game wont load log
0,sick game work supposed
1,happy  love game last update lost 20 flutter buck take long time acquire  took new survey earn 10 flutter buck received today nothing
1,cant login account
1,play month  wont let log
1,recently update everything flutter nt want work start go sudden crash
1,cant download game
1,love game  today cant get   samsung galaxy tab3 7  say loading  file download   problem loading
0,nt work im delete really nt want tok
1,sometimes lose connection app stop
1,game leaf basically nothing willing pay money wait week level butterfly
0,knew level butterfly start collection could peaceful  love app cant put
1,never get anywhere flower home area
0,sorry 3 star
1,stuck load screen wont go game
1,uninstalled reinstalled stil stuck loading page load
1,keep say could nt connect facebook cause already one
1,stuck nothing make load
1,change 1 star cant even log
1,really enjoyed game sudden wont load
1,love game sudden today wont load fix
1,try play game day bite keeps say reach server
1,try open today open message pop say server answer
1,stupid thing wont let play
1,cant give good review game nt load
1,sure problem  wont go past loading screen
1,sudden game wont connect server
1,side note  contacted game admin via site 2 week ago  never heard
1,sudden said internet connection bad reset everything
1,well aware try use  wont allow use preexisting account
0,game always need maintenance good
1,suck never even played spent 20mins wait game say could nt find file want try
0,also kinda boring
1,keep sell wrong butterfly
1,say error miss file
1,game really fun  recently would even reach actual game crash
0,one download
1,seen bad apps dena made worst unstable app whole google store  fix issue bring useless gameplay update
1,come cant find file played last night
0,stupid spent much money game
1,login anymore play several day
1,mobage seems lose profile worse  event
0,99 flutter buck u feel wasted money nothing
0,longtime player  disgusted developer greed
1,longer work
1,updated game cant play keep say load file get 1718 wont go
1,update file wont let play say
0,problem
0,sheeez pls fix gave5 start 1couse become suck
1,still problem tell file nt found wont load
1,downloaded game hop find match review game usually nt  guess problem come update   every time try open app load halfway tell  new file download  flutter need reload   file  downloaded took time download game 
1,keep hop next update fix  guess
1,made account mobage ever try reset online say reset code found
1,lost progress  tablet pretty far game
1,pls help dont want lose butterfly collected already
0,game great guy fix messed login game nt 5 star game
1,stay black screen say loading keep make login nt even work
1,also  even though hooked google play  nt gotten credit achievement
1,update always say file miss load
0,great  totally addicted recently nt let game
1,tried uninstalling instal still wont let
1,uninstalling reinstalling still say file miss load
1,constantly close sero 8 tablet wont connect facebook
0,forced update let play
1,really interested try  installed  however went open game  go 46 thing load  never got actually play  since reason file 23 24 could nt found   
1,receive gift cant return
1,game amaze update latest version  suck already
1,however silver bell challenge designed completed force buy flutter buck pink beyond wisp impossible catch without
0,love internet signed start cause sign google  option
0,able log day
1,every time log  say   connect server
1,remember mobage name log thru facebook
0,unhappy 3 year old
0,shame promising game
1,lost work wonderful butterfly
1,tried everything connect server
1,would give star today say wont connect server love game never problem please fix
0,may play app
1,update data built since july lost
0,uninstalling wont use
1,get different butterfly hard use different flower keep get butterfly lose interest bright side fun time
0,2 friend get may delete nt like liar
1,give weird screen
0,connect via facebook
1,month still cant get
0,nt bug
1,like game nt able play last three day wont load cause cant find file get fixed rating go
1,isnt opening  loaded 10 time
1,nt understand mobage nt attempted anything done nothing tell fix
1,keep load file never get start    
0,go far without put money
1,lol nt able play since metal set first started month tried uninstalling installing nt work please fix love miss playing game 5 play
0,game good never played game thanks mate text back
1,download game tried open play would let deleted redownloading hop work please fix give five star
1,love game shutdown reason
0,thank
1,let past loading page  keep start change butterfly show
1,grrrr gave good reading cant even get game
1,enjoyed play week started issue many others game wont even load
1,daughter love game wont load today
1,like  pointless game thing wont load
1,ok play game day know cant get phone tablet fix play game plz
0,fix shit
0,could nt even get stupid app
0,go get harder  strongly advise start game  game mobage runaway
1,6 day get new set butterfly nt able get weekend say network connected  please sure connect network already
1,downloaded game 1 2 month ago regular player cant access game say unable log facebook try contact support  mobage
0,flutter buck arent would call inexpensive
0,flutter work
1,started play game yesterday hour went back  wont connect
0,make sad thought found new game addicted
1,used love play game time  nt able month keep say miss file reload
1,try delete mobage account say thing page found
1,miss file could nt found try error
1,uninstalled tried reinstall fix problem keep say thing
1,wont open progress lost
1,great game new update wont download wont let play game without update
1,really enjoy game get new phone reinstalled wouldnt let connect fb start
1,tried reinstall 3 time still wont connect server
1, sorry  reply server
1,could nt even play kept say error cant connect facebook  kinda odd facebook say connected
1,find file wont load way need help please fix
1,game suck cant find butterfly flutterbucks
1,egg cant sold sit 16 hour incubator u nt option sell  u wait hatched
1,really liked game keep lose progress get really frustrating replay part already played
1,always uninstall reinstall game say cant connect
1,game wont work
1,wont work samsung tablet
1,supposed complete new set every time get sprite cant catch  impossible
0,keep tell information found
1,wont let even open app
0,good game nt poo sometimes
1,fix problem return flutterbucks    
1,play game week really wont load game
1,enjoy game longer able log
0,luck
1,couldnt link facebook mobage save butterfly lost everything
1,flutter keep stay opening screen reloads since morning success actually open game anymore
1,even restart phone  nt work
1,started today  love keep playing wont work  take phone
1,love game palying week wont load past flutter screen
1,really hope nt lost data
1,lost everything wont let log back
1,1 dont egg layer ability im progress slowly
0,nt received response fine game people yet
0,care enough customer fix
1,restart lose everything
0,uninstalled crap game phone
0,get boring fast
0,nt even started playing change fixed
1,cant even get game
1,really miss butterfly
0,suck
1,could nt log butterfly forest
1,game wont load  actually wont even update
0,nope
1,another update wont work
1,wont let play
0,play game 1 day would longer let back
1,plan uninstall still cant play
1,kept get error message tell could connect network error code gone  file
1,new update suck keep crash wont even load
1,go give five star nt crash time
1,took away 2 star since last update game started suck
1,app wont even let play
1,game lost
1,fun first lost game progress retrieve acct via fb bug
1,nt able log since last update
1,moment game  notification would pop say logged different account wrong account would log repeat
1,cant connect friend
1,dont want online play every time
1,used able sell excess perfected butterfly flutterbucks  cant  exceptionally hard get fbs without simply buy
0,want rate zero stupid nt download scam
1,crash multiple time  lost reward flower
1,file cant found
0,able access usual
1,everything fuse butterfly lay egg flutter buck
1,say file cant found
1,give game 4 start keep crush purchased mobacoins never given
0,nt take wrong  game awsome fix  love frog nt know
1,good recent update said new file dl wont go
1,always end mobacoins cant spend enough buy flutterbucks
